datetime,instrument,score
2018-12-28,SH601155,0.52751726
2018-12-28,SZ000413,0.3047789
2018-12-28,SZ000553,0.08879019
2018-12-28,SH601111,-0.057801243
2018-12-28,SZ002024,0.26814753
2018-12-28,SH601997,0.2675595
2018-12-28,SH600016,-0.17525057
2018-12-28,SZ000709,0.116909176
2018-12-28,SH600998,0.13211682
2018-12-28,SZ000651,0.14744255
2018-12-28,SH600406,0.3157302
2018-12-28,SH600346,0.9507033
2018-12-28,SH601988,0.29343688
2018-12-28,SZ000876,-0.24755463
2018-12-28,SH601228,0.12106871
2018-12-28,SH603799,0.4568145
2018-12-28,SH600115,0.39712045
2018-12-28,SH600583,-0.13722901
2018-12-28,SH601985,0.2650199
2018-12-28,SH601998,0.5116212
2018-12-28,SZ000069,-0.2575957
2018-12-28,SH601939,-0.10183198
2018-12-28,SH600153,0.16717298
2018-12-28,SZ002460,-0.15479371
2018-12-28,SH601225,0.12791353
2018-12-28,SZ002085,0.066226944
2018-12-28,SZ002294,0.23375562
2018-12-28,SH603156,0.27164394
2018-12-28,SZ002352,-0.2685848
2018-12-28,SZ300122,-0.068132326
2018-12-28,SH600089,0.055980597
2018-12-28,SH601933,-0.024097353
2018-12-28,SH600219,0.36447603
2018-12-28,SH601991,0.37655473
2018-12-28,SH601216,0.07418056
2018-12-28,SZ000725,-0.0021732152
2018-12-28,SZ000961,0.34880584
2018-12-28,SH601238,-0.22116882
2018-12-28,SH601668,0.30265844
2018-12-28,SH601618,0.6522627
2018-12-28,SH600795,0.48577625
2018-12-28,SH601398,0.11621994
2018-12-28,SZ002601,-0.39971185
2018-12-28,SZ002120,0.07066527
2018-12-28,SH600176,0.20588207
2018-12-28,SZ002081,-0.11856811
2018-12-28,SH600886,-0.021080712
2018-12-28,SZ002310,0.4042012
2018-12-28,SH600362,0.051445037
2018-12-28,SH600637,0.78796303
2018-12-28,SH600023,0.15607363
2018-12-28,SZ001965,0.09513073
2018-12-28,SH600177,0.3544094
2018-12-28,SH600025,0.07439343
2018-12-28,SH600606,0.25892675
2018-12-28,SH600208,0.007664742
2018-12-28,SH601800,0.14518517
2018-12-28,SH600085,0.023903312
2018-12-28,SH600050,0.19000661
2018-12-28,SH600340,-0.5735674
2018-12-28,SH601669,0.6129191
2018-12-28,SH603259,0.028865658
2018-12-28,SH601088,0.42792565
2018-12-28,SZ002508,0.3841146
2018-12-28,SH603858,0.05411154
2018-12-28,SH600297,0.36161286
2018-12-28,SH601633,0.6602765
2018-12-28,SH600482,0.47185332
2018-12-28,SH600339,0.22568372
2018-12-28,SZ000826,0.38201907
2018-12-28,SH600690,0.09693499
2018-12-28,SZ300017,0.10083522
2018-12-28,SZ000703,-0.6314214
2018-12-28,SZ002468,0.4260274
2018-12-28,SZ000425,-0.071205854
2018-12-28,SH600068,0.42681947
2018-12-28,SZ000333,-0.71300703
2018-12-28,SH601138,0.117364034
2018-12-28,SH603160,0.05456107
2018-12-28,SZ000898,-0.017076805
2018-12-28,SH600887,0.11971643
2018-12-28,SZ000938,0.32446238
2018-12-28,SZ000627,-0.12474847
2018-12-28,SZ002236,0.5059992
2018-12-28,SZ000338,-0.26586887
2018-12-28,SH603986,0.2365087
2018-12-28,SZ000408,-0.10960795
2018-12-28,SZ300124,0.6625423
2018-12-28,SZ000983,0.2007082
2018-12-28,SZ002146,0.28789693
2018-12-28,SH600674,-0.43266204
2018-12-28,SH601006,-0.1768674
2018-12-28,SZ002602,0.19898477
2018-12-28,SZ002572,0.24765691
2018-12-28,SZ300433,0.15198714
2018-12-28,SH600271,0.27127123
2018-12-28,SZ000423,0.41986322
2018-12-28,SZ000661,0.22574064
2018-12-28,SZ002415,0.7555169
2018-12-28,SH600004,0.029155806
2018-12-28,SH601808,0.46997482
2018-12-28,SH600009,-0.0897563
2018-12-28,SH600188,0.26304436
2018-12-28,SZ002714,0.4378331
2018-12-28,SH600398,0.18513045
2018-12-28,SZ002044,0.42333552
2018-12-28,SH601021,0.046068657
2018-12-28,SH600031,0.19045913
2018-12-28,SH600519,-0.22439072
2018-12-28,SH600233,-0.22092092
2018-12-28,SH600977,0.23805535
2018-12-28,SH600157,0.35397616
2018-12-28,SH600703,-0.07407598
2018-12-28,SZ002558,0.06718104
2018-12-28,SZ002241,-0.081223354
2018-12-28,SZ300003,0.42663652
2018-12-28,SH600516,0.38231957
2018-12-28,SH601360,0.5860131
2018-12-28,SZ000402,0.047751226
2018-12-28,SH600104,-0.18871307
2018-12-28,SH603833,0.1728021
2018-12-28,SZ002411,0.03333032
2018-12-28,SZ000858,-0.49280107
2018-12-28,SZ002153,0.42643622
2018-12-28,SZ300072,0.1700081
2018-12-28,SH600585,0.17054607
2018-12-28,SZ002065,-0.82151294
2018-12-28,SZ002001,-0.26673213
2018-12-28,SZ002925,0.14127938
2018-12-28,SZ000786,0.1466788
2018-12-28,SZ002594,0.13731137
2018-12-28,SH601992,0.7623884
2018-12-28,SZ000963,0.52879363
2018-12-28,SH601828,0.76096123
2018-12-28,SZ002304,0.30642992
2018-12-28,SH603260,-0.36053938
2018-12-28,SH600196,0.33316463
2018-12-28,SZ000792,0.09947849
2018-12-28,SZ002311,0.42286342
2018-12-28,SH600011,0.4230711
2018-12-28,SZ300144,0.26596412
2018-12-28,SZ000538,0.34333217
2018-12-28,SH600332,0.6527346
2018-12-28,SZ300142,-0.6556788
2018-12-28,SZ000503,0.26681125
2018-12-28,SZ002050,0.10700082
2018-12-28,SH600100,-0.2741881
2018-12-28,SZ000895,0.53320897
2018-12-28,SH600309,0.38838825
2018-12-28,SH600809,0.3444018
2018-12-28,SH600027,0.047400773
2018-12-28,SZ002202,0.36242214
2018-12-28,SH600498,-0.7245915
2018-12-28,SH603288,0.13583064
2018-12-28,SH600660,0.13927105
2018-12-28,SZ002624,0.6513741
2018-12-28,SH600276,-0.37575307
2018-12-28,SZ002422,0.3147973
2018-12-28,SZ000568,0.11516075
2018-12-28,SH600522,-0.2869724
2018-12-28,SH600535,0.23359942
2018-12-28,SZ000063,0.38412574
2018-12-28,SZ002450,0.6655945
2018-12-28,SH600436,0.3468472
2018-12-28,SH600487,0.038066022
2018-12-28,SH600438,0.8324825
2018-12-28,SH600566,0.36463058
2018-12-28,SH601877,-0.19546755
2018-12-28,SZ002773,0.21089253
2018-12-28,SH601888,-0.113764614
2018-12-28,SZ002475,0.18439947
2018-12-28,SZ002271,0.2441085
2018-12-28,SZ002456,0.013891209
2018-12-28,SH600741,0.30219674
2018-12-28,SH600352,-0.20353964
2018-12-28,SZ002555,0.33308482
2018-12-28,SZ002008,0.23848656
2018-12-28,SZ300296,-0.9066796
2018-12-28,SZ300408,-0.7035388
2018-12-28,SZ002032,-0.33056548
2018-12-28,SZ300136,-0.45144275
2018-12-28,SZ002252,-0.5652909
2018-12-28,SH600867,-1.4136086
2019-01-02,SH600369,0.26685852
2019-01-02,SZ002797,0.5470961
2019-01-02,SH601878,0.019845031
2019-01-02,SZ000728,0.61874783
2019-01-02,SH601555,0.083467335
2019-01-02,SH600909,0.44604754
2019-01-02,SH600271,0.026308537
2019-01-02,SH601066,0.28678912
2019-01-02,SH601108,-0.15108119
2019-01-02,SH600061,0.76233315
2019-01-02,SH601881,-0.17844176
2019-01-02,SZ000963,0.73453826
2019-01-02,SH601377,0.5171217
2019-01-02,SZ002252,-0.1413537
2019-01-02,SH601788,0.35800365
2019-01-02,SH601198,0.352034
2019-01-02,SZ000783,0.4070025
2019-01-02,SH600109,0.26112154
2019-01-02,SZ002736,0.5884206
2019-01-02,SZ300033,-0.23724598
2019-01-02,SZ002673,0.77285707
2019-01-02,SZ000776,0.4557024
2019-01-02,SH600958,0.15156886
2019-01-02,SH600837,0.75779384
2019-01-02,SZ000166,0.50185883
2019-01-02,SH601688,0.4907725
2019-01-02,SZ300059,0.9101136
2019-01-02,SZ002230,1.0494841
2019-01-02,SH600999,-0.08474775
2019-01-02,SH600816,0.42323
2019-01-02,SH600276,0.95045507
2019-01-02,SH601211,0.53637743
2019-01-02,SZ300251,0.57551175
2019-01-02,SH600566,0.81330913
2019-01-02,SZ002555,0.32965854
2019-01-02,SZ002271,0.37812662
2019-01-02,SH600390,0.1530954
2019-01-02,SZ002594,0.50181717
2019-01-02,SH600089,0.57238287
2019-01-02,SH600705,0.7633855
2019-01-02,SZ000001,0.8105644
2019-01-02,SH600588,0.60068285
2019-01-02,SZ002202,0.5800964
2019-01-02,SH600739,0.35320386
2019-01-02,SZ000503,0.5556726
2019-01-02,SH600027,0.22998494
2019-01-02,SH600570,0.81686395
2019-01-02,SZ002236,0.572927
2019-01-02,SH601336,0.19623154
2019-01-02,SZ300122,0.3037577
2019-01-02,SZ002714,0.78741723
2019-01-02,SZ002032,-0.008840479
2019-01-02,SZ000961,0.07138063
2019-01-02,SH600111,0.4979013
2019-01-02,SH600704,0.87415934
2019-01-02,SZ000415,0.6831416
2019-01-02,SZ002007,0.25276124
2019-01-02,SZ000402,0.514984
2019-01-02,SH600340,0.15642425
2019-01-02,SH600977,0.78319645
2019-01-02,SH601611,0.585958
2019-01-02,SH601601,0.5867957
2019-01-02,SH600196,0.7617847
2019-01-02,SH601989,0.3752061
2019-01-02,SZ002153,0.19662876
2019-01-02,SZ300015,0.5015597
2019-01-02,SZ300024,0.03220332
2019-01-02,SZ002773,0.20469075
2019-01-02,SH600383,-0.02077692
2019-01-02,SZ000002,-0.010045679
2019-01-02,SZ002422,1.0187776
2019-01-02,SZ300070,0.74680114
2019-01-02,SZ002466,0.31375912
2019-01-02,SZ002625,0.73842394
2019-01-02,SH601155,-0.1292149
2019-01-02,SH600372,0.6448374
2019-01-02,SZ300003,0.67466974
2019-01-02,SZ002065,0.07275659
2019-01-02,SH600549,0.06891127
2019-01-02,SH600309,0.35203314
2019-01-02,SH601838,0.19661295
2019-01-02,SZ000895,0.22689572
2019-01-02,SZ002001,0.071207285
2019-01-02,SZ000839,0.49194208
2019-01-02,SH600809,0.39260662
2019-01-02,SZ002294,0.07770062
2019-01-02,SZ300296,0.431988
2019-01-02,SH601186,0.045306537
2019-01-02,SZ002027,0.07875675
2019-01-02,SZ000671,0.1474149
2019-01-02,SZ002310,0.5259814
2019-01-02,SZ002460,0.796184
2019-01-02,SZ000625,0.4276362
2019-01-02,SZ002508,0.4910618
2019-01-02,SH603799,0.33563137
2019-01-02,SZ300017,0.5462815
2019-01-02,SZ002050,0.116702184
2019-01-02,SH600048,0.1012076
2019-01-02,SH600522,0.038182236
2019-01-02,SZ000826,0.75604254
2019-01-02,SZ000786,-0.0012622923
2019-01-02,SZ000661,0.7063316
2019-01-02,SH600332,0.022123592
2019-01-02,SH601997,0.11014654
2019-01-02,SH601012,0.7301365
2019-01-02,SZ001979,0.83355594
2019-01-02,SH603986,0.6383282
2019-01-02,SH600516,-0.16248944
2019-01-02,SH603858,0.0057961345
2019-01-02,SH600036,0.45784098
2019-01-02,SZ000069,-0.07613805
2019-01-02,SZ002024,0.112814136
2019-01-02,SH600406,0.42461556
2019-01-02,SH600188,0.07417591
2019-01-02,SZ000413,-0.6210604
2019-01-02,SZ002146,0.42840916
2019-01-02,SZ000938,0.29334798
2019-01-02,SH600487,0.060091577
2019-01-02,SZ001965,-0.089653514
2019-01-02,SH603993,0.35878226
2019-01-02,SH601818,0.041065708
2019-01-02,SZ002601,-0.17679292
2019-01-02,SH601166,0.12003278
2019-01-02,SH603833,0.34409407
2019-01-02,SH600637,0.33873713
2019-01-02,SZ000627,0.11883544
2019-01-02,SZ002415,0.9011976
2019-01-02,SH600157,0.13385898
2019-01-02,SH601668,-0.41276908
2019-01-02,SH601360,0.13998264
2019-01-02,SH601216,0.30412382
2019-01-02,SZ002456,0.46606258
2019-01-02,SH603260,-0.099205315
2019-01-02,SZ000983,0.2053441
2019-01-02,SZ000063,0.66221344
2019-01-02,SZ000568,-0.2754078
2019-01-02,SH601333,-0.10837891
2019-01-02,SH601009,0.20442078
2019-01-02,SZ000333,0.036901824
2019-01-02,SZ002142,0.081107125
2019-01-02,SH601800,-0.061436955
2019-01-02,SH600926,0.07585427
2019-01-02,SH601088,0.19871384
2019-01-02,SH601919,-0.17120121
2019-01-02,SH601992,-0.19294545
2019-01-02,SH600208,-0.056226708
2019-01-02,SH600029,0.08926299
2019-01-02,SH600436,0.34335756
2019-01-02,SZ000553,0.41670698
2019-01-02,SZ000423,0.23755208
2019-01-02,SZ000630,-0.019583598
2019-01-02,SH601669,0.4058855
2019-01-02,SH600519,-0.3879169
2019-01-02,SZ000651,0.17790264
2019-01-02,SH600010,0.52688706
2019-01-02,SH600919,0.39280498
2019-01-02,SH601727,0.07894674
2019-01-02,SH600606,-0.40459955
2019-01-02,SH600177,0.011955999
2019-01-02,SH600016,0.031444177
2019-01-02,SZ000725,0.11334086
2019-01-02,SH600233,-0.16344151
2019-01-02,SZ000703,0.37638938
2019-01-02,SH600068,-0.118750714
2019-01-02,SH600703,0.94387525
2019-01-02,SH601225,0.10386819
2019-01-02,SH600015,0.024720646
2019-01-02,SH600115,0.43620417
2019-01-02,SH600219,0.15837447
2019-01-02,SH601998,-0.06554784
2019-01-02,SZ002468,-0.1123849
2019-01-02,SH600100,0.24183977
2019-01-02,SH601828,0.014637664
2019-01-02,SZ300408,0.35007906
2019-01-02,SH601018,-0.4188818
2019-01-02,SH600038,0.5059637
2019-01-02,SZ002241,0.065870024
2019-01-02,SH601228,0.19050793
2019-01-02,SH600031,0.23568603
2019-01-02,SH600438,-0.041285813
2019-01-02,SH600535,0.10627505
2019-01-02,SZ300433,0.52187616
2019-01-02,SZ300124,0.86844504
2019-01-02,SH600153,0.030025424
2019-01-02,SH600415,0.36098224
2019-01-02,SH601117,-0.23522237
2019-01-02,SH601766,0.16404709
2019-01-02,SZ002304,-0.27914292
2019-01-02,SH600583,0.54422563
2019-01-02,SH601628,-0.20102833
2019-01-02,SH601318,0.057144843
2019-01-02,SH600362,-0.57657754
2019-01-02,SH601169,-0.098248184
2019-01-02,SZ000338,0.19758627
2019-01-02,SH601991,0.07322493
2019-01-02,SH601939,0.05463395
2019-01-02,SH600025,0.3190583
2019-01-02,SH600221,-0.08710813
2019-01-02,SH600066,0.65933335
2019-01-02,SZ000100,-0.052510872
2019-01-02,SH600352,0.51954985
2019-01-02,SZ000425,-0.09828007
2019-01-02,SH600000,0.57314736
2019-01-02,SH601898,0.09253463
2019-01-02,SZ002572,0.31276983
2019-01-02,SH600176,-0.38524213
2019-01-02,SH600297,-0.3073624
2019-01-02,SH600760,0.20942028
2019-01-02,SH600011,0.18316965
2019-01-02,SH601600,0.25620708
2019-01-02,SH601288,0.20540808
2019-01-02,SZ000898,0.15996042
2019-01-02,SZ000709,0.16660409
2019-01-02,SZ002081,1.0695896
2019-01-02,SZ000768,0.22432277
2019-01-02,SH601328,0.34682378
2019-01-02,SZ000538,-0.29016376
2019-01-02,SH603259,0.4052104
2019-01-02,SZ000876,0.5468887
2019-01-02,SH601398,0.47050366
2019-01-02,SZ000792,0.49423137
2019-01-02,SH600004,0.023514284
2019-01-02,SH601212,0.38433138
2019-01-02,SH601390,-0.3543244
2019-01-02,SH600170,-0.40009335
2019-01-02,SZ002450,0.25535455
2019-01-02,SZ002493,0.55269927
2019-01-02,SH600498,-0.00076272245
2019-01-02,SH601633,0.061106022
2019-01-02,SH600019,0.28833878
2019-01-02,SH601111,0.20992807
2019-01-02,SH600028,0.23932466
2019-01-02,SZ000858,0.41173333
2019-01-02,SZ000408,-0.0572513
2019-01-02,SZ002311,-0.41620308
2019-01-02,SH600018,0.3417584
2019-01-02,SZ000157,0.22175312
2019-01-02,SH601138,-0.5326432
2019-01-02,SH600339,0.60524124
2019-01-02,SH600346,0.005684592
2019-01-02,SH601857,0.13076094
2019-01-02,SH601808,-0.89092535
2019-01-02,SZ002008,-0.30554298
2019-01-02,SH601607,0.1487071
2019-01-02,SH601229,-0.0032343362
2019-01-02,SZ000959,0.24952278
2019-01-02,SH600690,0.4993012
2019-01-02,SZ002411,0.32264063
2019-01-02,SH600085,0.7046038
2019-01-02,SH600887,-0.10368642
2019-01-02,SZ002624,-0.2419011
2019-01-02,SH601899,0.082444854
2019-01-02,SH600741,0.26117212
2019-01-02,SH601618,0.4211215
2019-01-02,SH601238,0.33337086
2019-01-02,SH600050,0.2490302
2019-01-02,SH601985,0.07523164
2019-01-02,SZ300142,0.66515404
2019-01-02,SH601988,-0.669715
2019-01-02,SH603156,0.09172114
2019-01-02,SH600998,0.14886889
2019-01-02,SH600688,-0.19357099
2019-01-02,SH600795,0.52784956
2019-01-02,SZ002558,0.30028844
2019-01-02,SH603288,0.2642386
2019-01-02,SZ002352,0.23837875
2019-01-02,SH601021,0.08150531
2019-01-02,SH600867,-0.8959538
2019-01-02,SH600886,-0.2131702
2019-01-02,SH600398,0.24845463
2019-01-02,SH600585,0.25898486
2019-01-02,SH600482,-0.44215083
2019-01-02,SZ002602,0.2926937
2019-01-02,SH600893,0.043731477
2019-01-02,SZ002179,-0.13137598
2019-01-02,SH601006,0.6376455
2019-01-02,SH600118,0.41110998
2019-01-02,SH600023,0.43696856
2019-01-02,SH600660,0.38828355
2019-01-02,SZ002085,0.18521473
2019-01-02,SH601933,0.667357
2019-01-02,SH600009,0.32031628
2019-01-02,SZ002925,-0.23848015
2019-01-02,SH601888,0.17558765
2019-01-02,SH603160,-0.23373309
2019-01-02,SH600674,0.12342688
2019-01-02,SH600104,0.29802355
2019-01-02,SH600547,-0.053233683
2019-01-02,SZ300136,0.49669003
2019-01-02,SZ300144,-0.34111828
2019-01-02,SZ002044,0.2266654
2019-01-02,SH601877,0.21001035
2019-01-02,SH600489,-0.6943828
2019-01-02,SZ002120,-0.651018
2019-01-02,SH600900,-0.45357266
2019-01-02,SZ002475,-0.47088253
2019-01-02,SZ300072,-0.6171475
2019-01-03,SZ002230,0.3500134
2019-01-03,SZ002925,0.60011125
2019-01-03,SH600415,0.17252211
2019-01-03,SZ300136,0.82602566
2019-01-03,SZ002714,0.33213443
2019-01-03,SH600438,0.43279958
2019-01-03,SH600760,0.20201105
2019-01-03,SZ300124,0.3748846
2019-01-03,SH600406,-0.038471323
2019-01-03,SZ002415,0.98164034
2019-01-03,SH600977,0.00060688704
2019-01-03,SH600867,0.9031143
2019-01-03,SZ000625,0.3407997
2019-01-03,SZ002153,0.17957905
2019-01-03,SZ000703,0.27629393
2019-01-03,SH600498,0.48982516
2019-01-03,SH600487,0.4111641
2019-01-03,SZ000063,0.3163219
2019-01-03,SH603833,0.68544525
2019-01-03,SH601611,-0.23970768
2019-01-03,SZ000876,0.65944415
2019-01-03,SZ002050,0.39911133
2019-01-03,SZ002179,0.12912562
2019-01-03,SZ000895,0.77359974
2019-01-03,SH600372,0.639114
2019-01-03,SZ002236,0.49681067
2019-01-03,SZ002475,0.80332047
2019-01-03,SH600570,0.98212826
2019-01-03,SZ002008,-0.0749799
2019-01-03,SH603986,0.51734835
2019-01-03,SZ000100,0.84768736
2019-01-03,SH601333,0.6433882
2019-01-03,SZ300408,0.41290435
2019-01-03,SZ002773,0.82457477
2019-01-03,SH600893,0.26159358
2019-01-03,SH600588,0.35853636
2019-01-03,SZ300142,0.31363532
2019-01-03,SH601877,0.27405238
2019-01-03,SH600522,0.54057866
2019-01-03,SZ000402,0.6087665
2019-01-03,SZ000768,0.62241554
2019-01-03,SH600025,0.6189104
2019-01-03,SZ000839,0.52948564
2019-01-03,SH600038,0.24568847
2019-01-03,SH600029,0.45542884
2019-01-03,SZ002065,0.25460747
2019-01-03,SH601012,0.9577324
2019-01-03,SH600362,0.85552996
2019-01-03,SH601989,0.06005367
2019-01-03,SZ000938,0.18689826
2019-01-03,SH600089,0.7122852
2019-01-03,SH600704,0.08142012
2019-01-03,SZ002797,-0.036709704
2019-01-03,SZ002271,0.6506963
2019-01-03,SH600339,0.8455317
2019-01-03,SZ002555,0.98002553
2019-01-03,SH600585,0.3389256
2019-01-03,SH600703,0.74809074
2019-01-03,SZ002311,0.21591872
2019-01-03,SH600118,0.8893829
2019-01-03,SH601111,0.4693761
2019-01-03,SZ002572,0.75037456
2019-01-03,SH601985,0.4991441
2019-01-03,SZ000538,0.74479705
2019-01-03,SH601360,0.19291314
2019-01-03,SH603160,0.34773794
2019-01-03,SZ002450,0.25092545
2019-01-03,SZ002032,-0.07297991
2019-01-03,SZ002241,-0.080949165
2019-01-03,SH600219,-0.015726522
2019-01-03,SZ002202,0.9727397
2019-01-03,SH601669,0.844224
2019-01-03,SH601992,0.37236866
2019-01-03,SZ002001,0.8362242
2019-01-03,SH601888,0.16810408
2019-01-03,SZ000661,0.704066
2019-01-03,SH600549,0.70502585
2019-01-03,SH600741,-0.03662175
2019-01-03,SH600115,0.23111114
2019-01-03,SH601919,0.25278822
2019-01-03,SZ300033,0.19149104
2019-01-03,SH601212,0.33854032
2019-01-03,SH601633,-0.11508038
2019-01-03,SZ000503,0.8784367
2019-01-03,SH600028,0.15732676
2019-01-03,SH603993,0.2322769
2019-01-03,SZ300433,0.34101725
2019-01-03,SH600535,0.031781796
2019-01-03,SZ000630,0.07055554
2019-01-03,SH600340,0.034279134
2019-01-03,SH600066,0.5443132
2019-01-03,SZ000983,0.6096556
2019-01-03,SZ002594,0.6364553
2019-01-03,SZ002466,0.5350948
2019-01-03,SZ001979,-0.0013514236
2019-01-03,SH600100,0.6257772
2019-01-03,SH600068,0.032988805
2019-01-03,SZ000157,0.2866792
2019-01-03,SH601600,-0.14617391
2019-01-03,SZ000898,0.7041493
2019-01-03,SH601006,0.19585033
2019-01-03,SZ002456,0.75334233
2019-01-03,SH600050,-0.2774998
2019-01-03,SH603288,0.0099841505
2019-01-03,SZ002558,0.4848978
2019-01-03,SZ300024,0.6619162
2019-01-03,SH600566,0.45153463
2019-01-03,SZ000413,-0.3234204
2019-01-03,SH600886,-0.061946023
2019-01-03,SH601991,0.46566713
2019-01-03,SH600518,-0.106194496
2019-01-03,SZ300070,0.34077394
2019-01-03,SH600369,0.15436667
2019-01-03,SH600352,-0.023704503
2019-01-03,SH600583,-0.4430885
2019-01-03,SZ000961,0.7041508
2019-01-03,SZ002601,0.09398456
2019-01-03,SH601727,0.06925821
2019-01-03,SZ300015,-0.20456961
2019-01-03,SH600660,0.3116752
2019-01-03,SZ000725,-0.04223337
2019-01-03,SH603260,-0.23677143
2019-01-03,SH600606,0.019564774
2019-01-03,SH603799,0.5722362
2019-01-03,SH601828,0.4201277
2019-01-03,SZ300122,0.3504697
2019-01-03,SH600887,0.7067273
2019-01-03,SH600398,0.15849121
2019-01-03,SH600111,-0.29740542
2019-01-03,SH601808,0.16815588
2019-01-03,SZ000786,0.4907633
2019-01-03,SZ300072,0.4204377
2019-01-03,SH601898,-0.13833675
2019-01-03,SH600309,0.34944692
2019-01-03,SH600516,0.5819881
2019-01-03,SZ000709,-0.25060207
2019-01-03,SZ002460,0.100513205
2019-01-03,SZ001965,0.0071448227
2019-01-03,SZ002508,0.108336076
2019-01-03,SZ000069,0.09649195
2019-01-03,SH600170,0.060483932
2019-01-03,SZ002027,0.1553101
2019-01-03,SZ000425,0.037849717
2019-01-03,SH600019,-0.1701262
2019-01-03,SZ000776,-0.0189034
2019-01-03,SH603858,-0.005222529
2019-01-03,SH600705,0.2507766
2019-01-03,SH601018,0.24603605
2019-01-03,SH600031,0.24553744
2019-01-03,SH600436,0.13436753
2019-01-03,SZ000826,-0.11262796
2019-01-03,SH601186,0.17124602
2019-01-03,SH601800,-0.14803585
2019-01-03,SH601066,0.19769531
2019-01-03,SZ000959,0.3445359
2019-01-03,SH601138,0.49747413
